"comm","id","articulo","autor","subcomunidad","palabrasclaves","fecha"
"comm4105","18127","El desarrollo fronterizo venezolano con particular referencia a la región zuliana","Morales Moreno, Wilmer","Aldea Mundo","Desarrollo fronterizo;Competitividad;Política pública;Frontera;Inseguridad","2005-04-13"
"comm4105","17199","La carrera de educación inicial: un escenario por construir en la ULA Táchira.","Medina de Garzón, Ana Josefa;Garzón, Carlos A.;Díaz H., Damaris","Acción Pedagógica","Éducation initiale;Enfance;Programme scolaire;Compétences;Médiation;Équité;Educación inicial;Infancia;Currículo;Competencias;Mediación;Equidad","2006-07-12"
"comm4105","17668","Gestión de conocimientos ambientales generados en la Universidad del Zulia.","Mendoza, Iván;Fuentes, Lorena","Agora Trujillo","Gestión del conocimiento;Transferencia de conocimientos;Conocimientos ambientales;Universidad;Proyecto factible","2007-09-19"
"comm4105","17201","La formación del profesional de la educación infantil. Experiencia venezolana.","Díaz Chuecos, Liliana;Mayz Díaz, Cruz","Acción Pedagógica","Formation;Profil de l'enseignant;Éducation infantile;Évaluation continue;Conception du curriculum;Formación;Perfil del docente;Educación infantil;Evaluación continua;Diseño curricular","2006-07-12"
"comm4105","17203","Metacognición en niños. Una posibilidad a partir de la teoría Vygotskiana.","Sandia Rondel, Luisa D.","Acción Pedagógica","Métacognition;Éducation infantile;Théorie Vygotskienne;Médiation d'apprentissage;Metacognición;Educación infantil;Teoría Vygotskiana;Mediación de aprendizaje","2006-07-11"
"comm4105","17669","Aspectos convergentes en cuanto a factores del desarrollo entre David Landes, Douglass North y Alain Peyrefitte.","Gillezeau B., Patricia;González, Thessaly;Bom, Yosmary","Agora Trujillo","Desarrollo;Teoría económica;Bienestar;Equidad","2007-09-19"
"comm4105","17211","Desarrollo infantil temprano: lecciones de los programas no formales.","Eming Young, Mary;Fujimoto Gomez, Gaby","Acción Pedagógica","Développement infantile;Neuroscience;Stimulation précoce;Programmes non formels;Exclusion;Pauvreté;Desarrollo infantil;Neurociencia;Estimulación temprana;Programas no formales;Exclusión;Pobreza","2006-07-11"
"comm4105","17205","Los valores educativos para la infancia de madres y docentes de Mérida.","Alonso, Leonor;Reinoza Dugarte, Marianela","Acción Pedagógica","Valeurs éducatives;Conduites infantiles;Valorisation;Valores educativos;Conductas infantiles;Valoración","2006-10-10"
"comm4105","17670","Importancia de los costos de calidad en las empresas manufactureras trujillanas. ""Factor clave en el establecimiento de estrategias competitivas"".","Montilla, Morelia;López, Walevska N.;Cote, Marilys;Briceño, Maigualida","Agora Trujillo","Gestión de calidad;Costos de calidad;Estrategias competitivas;Empresas manufactureras","2008-05-26"
"comm4105","17209","La memoria textual en la cultura pedagógica. Caso: La Grita, cantón de la antigua provincia de Mérida de Maracaibo. Venezuela.","Mora García, José Pascual","Acción Pedagógica","Manuels scolaires;Histoire de l'éducation;Représentations;Manuales escolares;Historia de la educación;Representaciones","2006-07-11"
"comm4105","19476","Reflexiones Sobre la Literatura Infantil","Rubio Pérez, Susana","Educere","Literatura infantil","2004-06-14"
"comm4105","17215","Estrategias de aprendizaje y enseñanza en la educación del menor de 6 años.","Córmack Lynch, Maribel","Acción Pedagógica","Apprentissage stratégique;Stratégies d'enseignement;Stratégies d'apprentissage;Médiation;Aprendizaje estratégico;Estrategias de enseñanza;Estrategias de aprendizaje;Mediación","2006-07-12"
"comm4105","17241","Propuesta de un modelo didáctico para la elaboración de un software educativo para la enseñanza del cálculo integral.","Vera, Miguel A.;Morales, Franklin","Acción Pedagógica","Culture mathématique;Software éducatif;Polygone didactique;Micromondes;Cultura matemática;Software educativo;Polígono didáctico;Micromundos","2007-04-12"
"comm4105","18133","Globalización y cultura. Notas preliminares","Briceño Linares, Ybelice","Aldea Mundo","Globalización;Cultura;Actores sociales;Identidades;Modos de vida;Representaciones simbólicas","2005-04-13"
"comm4105","17242","Actitudes de los alumnos de periodismo hacia el computador: estudio de caso en la ULA Táchira-Venezuela.","Henríquez C., Patricia","Acción Pedagógica","Attitude;Ordinateur;Valoration;Actitud del alumno;Computador;Valoración","2007-03-01"
"comm4105","17681","Indicadores básicos para determinar mapas de pobreza en los espacios geográficos rurales. (Microcuenca La Coneja, parroquia General Ribas, municipio Boconó, estado Trujillo - Venezuela).","Bastidas Romero, José Arturo","Agora Trujillo","Indicadores;Mapas;Pobreza;Espacio geográfico;Espacio Rural","2008-07-29"
"comm4105","19477","Una Propuesta Curricular para la Educación Básica:","Pérez Arriaga, Rebeca","Educere","Currículo;Educación básica","2005-06-20"
"comm4105","17243","El diario de televisión como experiencia didáctica promotora del aprendizaje autónomo del inglés.","Chacón, Carmen Teresa;Reyes Y., Fabiola S.","Acción Pedagógica","TV;Autonomie;Anglais;Aprentissage;Stratégies;TV;Autonomía;Inglés;Aprendizaje;Estrategias","2007-06-28"
"comm4105","17244","Una experiencia pedagógica en la enseñanza de la matemática, sustentada en el enfoque constructivista.","Mora, Angel O.","Acción Pedagógica","Transformation des enseigants en exercice au Venezuela;Nécessités et contenus;Constructivisme;Social;Formación de docentes en ejercicio;Venezuela;Necesidades;Contenidos;Constructivismo;Social","2007-03-05"
"comm4105","18138","¿Qué está pasando entre Estados Unidos e Irak? Causas, consecuencias y escenarios","González, Franklin R.","Aldea Mundo","Guerra preventiva;Economía internacional;Petróleo;Globalización;Orden internacional;Naciones Unidas","2005-04-13"
"comm4105","17271","La evaluación institucional en la ULA-Táchira. (Propuesta para su ejecución).","Bartolomé Ayuso, Adolfo;Blanco Gutiérrez, Oscar;Hernández D., Román A.;Murguey, Valentín","Acción Pedagógica","Évaluation;Évaluation institutionnelle;Autoévaluation;Évaluation externe;Guide d’évaluation;Processus d’évaluation;Evaluación;Evaluación institucional;Autoevaluación;Evaluación externa;Acreditación","2007-05-15"
"comm4105","17690","Estrategias y políticas agroalimentarias en Venezuela.","Ghersi, Gérard","Agroalimentaria","Estrategias agroalimentarias;Investigación agroalimentaria;Políticas agroalimentarias","2003-01-20"
"comm4105","17272","Los diarios de prácticas: una estrategia de reflexión en la formación docente.","Chacón Corzo, María A.;Contreras Chacón, Azael E.","Acción Pedagógica","Formation;Enseignement réfléchi;Journaux de pratiques;Formación docente;Enseñanza reflexiva;Diarios de prácticas","2007-05-15"
"comm4105","18139","Integración económica y globalización: sus paradojas, la experiencia andina","Arellano, Félix G.","Aldea Mundo","Integración económica;Globalización económica;Integración Andina","2005-04-13"
"comm4105","17695","Reestructuraciones mundiales de la agricultura y la alimentación:","Llambí Insua, Luis","Agroalimentaria","Agricultura;Reconversión industrial;Transnacionales agroalimentarias","2007-11-20"
"comm4105","18724","La contribución de la economía social a las reformas de las políticas sociales en Canadá: una visión desde Québec.","Vaillancourt, Yves;Aubry, François;Kearney, Muriel;Thériault, Luc;Tremblay, Louise","Cayapa","Política social;Economía Social;Servicios sociales;Salud;Canadá;Québec","2006-08-07"
"comm4105","17298","Desarrollo y formación de competencias: un acercamiento desde la complejidad.","Tejada Zabaleta, Alonso","Acción Pedagógica","Formación por competencias;Paradigmas;Complejidad","2008-05-13"
"comm4105","17701","Integración y competitividad en el Mercosur:","Chaloult, Yves;Hillcoat, Guillermo","Agroalimentaria","Comercio agrícola;Comercio agroalimentario;Integración","2003-01-20"
"comm4105","19480","Una Lectura de la Declaración Mundial Sobre la Educación Superior en el Siglo XXI:","Donoso Torres, Roberto","Educere","Educación superior","2004-06-14"
"comm4105","17703","Theobroma cacao L.:","Kalvatchev, Zlatko;Garzaro, Domingo;Guerra Cedezo, Franklin","Agroalimentaria","Composición del cacao;Nutrición","2003-01-20"
"comm4105","20547","La protección de los derechos de propiedad intelectual en la Universidad de Los Andes, Venezuela: Pautas para establecer un modelo de gestión, protección y observancia.","Méndez Andrade, Raizabel;De Jesús González, María Inés","Fermentum","Innovación;Derechos intelectuales;Gerencia","2008-04-09"
"comm4105","18148","Algunas consideraciones sobre la globalizacion y el papel del estado en el Nuevo Orden Mundial","Morales Manzur, Juan Carlos;Leal Corral, Diego","Aldea Mundo","Globalización;Nuevo orden mundial;Filosofía de la globalización;Mundialización","2005-04-13"
"comm4105","17329","Consideraciones sobre la Gerencia Universitaria en la Escuela de Economía de la Facultad de Ciencias Económicas y Sociales de la Universidad de Los Andes.","Monagas, Dulce","Actualidad Contable FACES","Sociedad del conocimiento;Gerencia;Universidad;Ineficiencia","2006-01-26"
"comm4105","17370","Automatización de los procesos de trabajo","Tunal Santiago, Gerardo","Actualidad Contable FACES","Cambio tecnológico;Innovación tecnológica;Automatización","2006-07-11"
"comm4105","17295","Las capacidades y las competencias: su comprensión para la formación del profesional.","Suárez Rodríguez, Clara O.;Dusú Contreras, Rayda;Sánchez, María del Toro","Acción Pedagógica","Capacités;Compétences;Performance;Stratégies;Formation professionnelle;Capacidades;Competencias;Desempeño;Estrategias;Formación del profesional","2008-05-13"
"comm4105","17755","Desarrollo del sector agrícola en Angola","Kyle, Steven","Agroalimentaria","Enfermedad holandesa;Guerra civil;Ingresos petroleros","2003-01-20"
"comm4105","17307","Eficiencia de un software educativo para dinamizar la enseñanza del cálculo integral.","Morales, Franklin;Vera, Miguel A.","Acción Pedagógica","Software éducatif;Culture mathématique;Enseignement du calcul intégral;Software educativo;Cultura matemática;Enseñanza del cálculo integral","2008-05-14"
"comm4105","17308","El riesgo en títulos valores. Métodos científicos. Comparación con el método intuitivo basado en la Cosmobiología. Caso: Empresa Alger","Altuve, José Germán","Actualidad Contable FACES","Inversionista;Riesgo;Rentabilidad;Títulos;Valores;Análisis técnico;Análisis cosmobiológico","2005-03-31"
"comm4105","18725","Los sectores y el movimiento cooperativo quebequense: descripción y desafíos.","Arteau, Marcel;Malo, Marie-Claire;Brassard, Marie Noëlle","Cayapa","Cooperación;Cooperativa;Sectores cooperativos;Québec","2006-08-07"
"comm4105","17707","La demanda de las calorías en Venezuela 1970-1995:","Anido R., José Daniel;Gutiérrez S., Alejandro","Agroalimentaria","Calorías;Demanda;Elasticidad - ingreso;Elasticidad - precio;Índice de Gini;Ingreso per cápita;Precios de alimentos","2003-01-20"
"comm4105","17310","Indicadores para el control de gestión de procesos básicos en hoteles","Ferrer, María Alejandra;Gamboa Cáceres, Teresa","Actualidad Contable FACES","Hoteles;Control de gestión;Sistemas de información;Indicadores de gestión","2005-03-31"
"comm4105","17327","Comentarios acerca del Proyecto de Ley de Hacienda Pública Estadal","Ramos R., Carlos","Actualidad Contable FACES","Tributo;Transferencias Intergubernamentales;Deuda pública","2005-04-27"
"comm4105","18149","La política de fronteras del estado venezolano en los albores del siglo XXI","Rodríguez F., Juan Nepomuceno;Colomine Rincones, Feijoo","Aldea Mundo","Política de fronteras;Estado;Desarrollo;Planificación;Integración","2005-04-13"
"comm4105","17767","¿Tienen los productos alimentarios regionales un lugar en el seno de la globalización?","Giraud, Georges","Agroalimentaria","Calidad;Conducta alimentaria;Denominación de origen;Globalización;Medio rural;Mercadeo (Marketing)","2003-01-17"
"comm4105","17311","Las ciencias de la educación a través del proceso administrativo","Viloria O., Norka;Casal, Rosa Aura","Actualidad Contable FACES","Ciencia;Educación;Proceso administrativo;Transdisciplinariedad","2005-04-05"
"comm4105","17312","Analfabetismo tecnológico: Efecto de las tecnologías de información","Andrade B., Lucía","Actualidad Contable FACES","Tecnologías de información;Informática;Computación;Analfabetismo;Tecnológico","2005-03-31"
"comm4105","18150","Integración Regional Binacional y Grupos Empresariales en la Frontera de Mexico - USA","Vázquez Ruiz, Miguel Ángel","Aldea Mundo","Regiones fronterizas;Grupos empresariales nativos","2005-04-13"
"comm4105","17314","El margen de operación específico y programable y el punto de equilibrio específico y programable: Luces amarillas en el tablero de las decisiones empresariales","Kaplan, Alfredo","Actualidad Contable FACES","Costos;Punto de equilibrio;Margen operativo;Toma de decisiones","2005-03-31"
"comm4105","17709","Limitaciones reglamentarias y lógica comercial:","Green, Raúl;Gatti, Silvia;Rodríguez Zúñiga, Manuel","Agroalimentaria","Gran distribución;Hipermercado;Urbanismo comercial","2006-03-24"
